	ENG_e	FR_e	eng_stem	fr_stem	ratio_similarity
2281	forge	la forge	forg	la forg	73
2282	forgettable	oubliable	forgett	oubliabl	13
2283	forgivable	pardonnable	forgiv	pardon	17
2284	forgive	pardonner	forgiv	pardon	17
2285	forgone	abandonné	forgon	abandon	31
2286	formaldehyde	formaldéhyde	formaldehyd	formaldéhyd	91
2287	formalise	formaliser	formalis	formalis	100
2288	formative	formatif	form	format	80
2289	formidable	redoutable	formid	redout	17
2290	formulae	formules	formula	formul	92
2291	formulate	formuler	formul	formul	100
2292	fornicate	forniquer	fornic	forniqu	77
2293	forsake	abandonner	forsak	abandon	15
2294	forswore	abandonné	forswor	abandon	14
2295	forte	forte	fort	fort	100
2296	fortitude	courage	fortitud	courag	29
2297	fortunate	chanceux	fortun	chanceux	14
2298	fortune	fortune	fortun	fortun	100
2299	fossilise	fossiliser	fossilis	fossilis	100
2300	foursome	quatuor	foursom	quatuor	29
2301	foxhole	foxhole	foxhol	foxhol	100
2302	fractionate	fractionner	fraction	fraction	100
2303	fracture	fracture	fractur	fractur	100
2304	fragile	fragile	fragil	fragil	100
2305	fragrance	fragrance	fragranc	fragranc	100
2306	frame	Cadre	frame	cadr	22
2307	france	France	franc	franc	100
2308	franchise	la franchise	franchis	la franchis	84
2309	franchisee	franchisé	franchise	franchis	94
2310	francophone	francophone	francophon	francophon	100
2311	frankincense	encens	frankincens	encen	50
2312	fraternise	fraterniser	fraternis	fraternis	100
2313	fratricide	fratricide	fratricid	fratricid	100
2314	frazzle	crever	frazzl	crev	20
2315	freckle	tache de rousseur	freckl	tache de rousseur	17
2316	free	gratuit	free	gratuit	18
2317	freebie	billet de faveur	freebi	billet de faveur	18
2318	freelance	free-lance	freelanc	free-lanc	94
2319	freerange	freerange	freerang	freerang	100
2320	freestyle	style libre	freestyl	style libr	44
2321	freeze	Geler	freez	gel	25
2322	friable	friable	friabl	friabl	100
2323	fricative	fricatif	fric	fricat	80
2324	fridge	frigo	fridg	frigo	80
2325	frieze	frise	friez	fris	67
2326	frigate	frégate	frigat	frégat	83
2327	frijole	frijole	frijol	frijol	100
2328	fringe	la frange	fring	la frang	62
2329	frizzle	frire	frizzl	frir	60
2330	frolicsome	espiègle	frolicsom	espiegl	12
2331	frontage	façade	frontag	façad	33
2332	frontispiece	frontispice	frontispiec	frontispic	95
2333	frontline	en première ligne	frontlin	en première lign	33
2334	frontpage	page de garde	frontpag	page de gard	30
2335	frostbite	gelure	frostbit	gelur	15
2336	froze	gelé	froze	gel	25
2337	fructose	fructose	fructos	fructos	100
2338	fruitcake	gâteau aux fruits	fruitcak	gâteau aux fruit	42
2339	frustrate	frustrer	frustrat	frustr	86
2340	fuddle	émécher	fuddl	émech	0
2341	fudge	truquer	fudg	truqu	22
2342	fugitive	fugitif	fugit	fugit	100
2343	fugue	fugue	fugu	fugu	100
2344	fullpage	page entière	fullpag	page enti	38
2345	fullscale	grandeur nature	fullscal	grandeur natur	18
2346	fulltime	à plein temps	fulltim	à plein temp	32
2347	fulminate	fulminer	fulmin	fulmin	100
2348	fulsome	complet	fulsom	complet	31
2349	fumarole	fumerolles	fumarol	fumeroll	80
2350	fumble	tâtonner	fumbl	tâton	0
2351	fume	fumée	fume	fum	86
2352	fumigate	fumiger	fumig	fumig	100
2353	fungicide	fongicide	fungicid	fongicid	88
2354	furnace	fourneau	furnac	fourneau	71
2355	furniture	meubles	furnitur	meubl	15
2356	furore	scandale	furor	scandal	0
2357	furtherance	poursuite	further	poursuit	40
2358	furthermore	en outre	furthermor	en outr	24
2359	furtive	furtif	furtiv	furtif	83
2360	furze	ajoncs	furz	ajonc	0
2361	fuse	fusible	fuse	fusibl	60
2362	fuselage	fuselage	fuselag	fuselag	100
2363	fusible	fusible	fusibl	fusibl	100
2364	fusillade	fusillade	fusillad	fusillad	100
2365	futile	futile	futil	futil	100
2366	future	avenir	futur	aven	0
2367	gabble	baragouiner	gabbl	baragouin	14
2368	gaberdine	gabardine	gaberdin	gabardin	88
2369	gable	gâble	gabl	gâbl	75
2370	gaffe	gaffe	gaff	gaff	100
2371	gage	jauge	gage	jaug	25
2372	gaggle	troupeau	gaggl	troupeau	15
2373	gale	grand vent	gale	grand vent	43
2374	galore	en abondance	galor	en abond	31
2375	galvanise	galvaniser	galvanis	galvanis	100
2376	gamble	pari	gambl	pari	22
2377	game	Jeu	game	jeu	29
2378	gamete	gamète	gamet	gamet	100
2379	gangrene	gangrène	gangren	gangren	100
2380	gape	bâiller	gape	bâill	0
2381	garage	garage	garag	garag	100
2382	garbage	des ordures	garbag	des ordur	13
2383	garble	brouillage	garbl	brouillag	14
2384	gargle	gargarisme	gargl	gargar	73
2385	gargoyle	gargouille	gargoyl	gargouill	75
2386	garotte	garrot	garott	garrot	83
2387	garrotte	garrot	garrott	garrot	92
2388	gate	portail	gate	portail	18
2389	gatehouse	corps de garde	gatehous	corps de gard	19
2390	gauche	gauche	gauch	gauch	100
2391	gaucherie	gaucherie	gaucheri	gaucher	93
2392	gauge	jauge	gaug	jaug	75
2393	gauze	gaze	gauz	gaz	86
2394	gave	donné	gave	don	0
2395	gavotte	gavotte	gavott	gavott	100
2396	gaze	regard	gaze	regard	40
2397	gazelle	gazelle	gazel	gazel	100
2398	gazette	gazette	gazett	gazet	91
2399	geese	oies	gees	oie	29
2400	gelatine	gélatine	gelatin	gélatin	86
2401	gelignite	plastic	gelignit	plastic	27
2402	gemstone	gemme	gemston	gemm	55
2403	gene	gène	gene	gen	86
2404	generalisable	généralisable	generalis	généralis	78
2405	generalise	généraliser	generalis	généralis	78
2406	generate	produire	gener	produir	17
2407	generative	génératif	gener	géner	80
2408	genie	génie	geni	gen	86
2409	genitive	génitif	genit	génit	80
2410	genocide	génocide	genocid	génocid	86
2411	genome	génome	genom	génom	80
2412	genotype	génotype	genotyp	génotyp	86
2413	genre	genre	genr	genr	100
2414	gentile	gentil	gentil	gentil	100
2415	gentle	doux	gentl	doux	0
2416	genuine	authentique	genuin	authent	31
2417	george	George	georg	georg	100
2418	germane	germane	german	german	100
2419	germinate	germer	germin	germ	80
2420	gerundive	adjectif verbal	gerund	adjectif verbal	19
2421	gestate	faire un geste	gestat	faire un gest	42
2422	gesticulate	gesticuler	gesticul	gesticul	100
2423	gesture	geste	gestur	gest	80
2424	getable	accessible	getabl	accessibl	40
2425	gettable	obtenable	gettabl	obten	17
2426	ghostlike	fantomatique	ghostlik	fantomat	25
2427	giftware	cadeaux	giftwar	cadeau	15
2428	giggle	Pouffer de rire	giggl	pouffer de rir	11
2429	gillie	Gillie	gilli	gill	89
2430	giraffe	girafe	giraff	giraf	91
2431	girdle	ceinture	girdl	ceintur	33
2432	girlie	fillette	girli	fillet	36
2433	give	donner	give	don	0
2434	glace	glacé	glace	glac	89
2435	glade	clairière	glade	clairi	36
2436	glance	coup d'œil	glanc	coup d'œil	13
2437	glare	éblouissement	glare	éblou	20
2438	glasshouse	serre	glasshous	serr	15
2439	glassware	verrerie	glasswar	verrer	14
2440	glaze	glaçage	glaze	glaçag	55
2441	glebe	glebe	glebe	gleb	89
2442	glee	joie	glee	joi	0
2443	glide	planer	glide	plan	22
2444	glimpse	aperçu	glimps	aperçu	17
2445	globe	globe	globe	glob	89
2446	globose	globuleux	globos	globul	67
2447	globule	globule	globul	globul	100
2448	glove	gant	glove	gant	22
2449	glucose	glucose	glucos	glucos	100
2450	glue	la colle	glue	la coll	18
2451	glutamate	glutamate	glutam	glutamat	86
2452	glycerine	glycérine	glycerin	glycérin	88
2453	glycine	glycine	glycin	glycin	100
2454	gnome	gnome	gnome	gnom	89
2455	goatee	barbiche	goate	barbich	17
2456	gobble	glouglou	gobbl	glouglou	46
2457	godlike	divin	godlik	divin	36
2458	goethe	goethe	goeth	goeth	100
2459	goitre	goitre	goitr	goitr	100
2460	gone	disparu	gone	disparu	0
2461	goodbye	Au revoir	goodby	au revoir	13
2462	goodhope	bon espoir	goodhop	bon espoir	24
2463	goose	OIE	goos	oie	29
2464	gore	sang	gore	sang	25
2465	gorge	gorge	gorg	gorg	100
2466	gorse	ajoncs	gors	ajonc	22
2467	gouge	escroquer	goug	escroqu	36
2468	governance	la gouvernance	govern	la gouvern	75
2469	grace	la grâce	grace	la grâc	50
2470	grade	classe	grade	class	20
2471	graduate	diplômé	graduat	diplôm	15
2472	gramme	gramme	gramm	gramm	100
2473	gramophone	gramophone	gramophon	gramophon	100
2474	grandee	grand	grande	grand	91
2475	grandiose	grandiose	grandios	grandios	100
2476	grange	grange	grang	grang	100
2477	granite	granit	granit	gran	80
2478	grannie	mamie	granni	mam	22
2479	grantee	bénéficiaire	grante	bénéficiair	12
2480	granule	granule	granul	granul	100
2481	granulocyte	granulocyte	granulocyt	granulocyt	100
2482	grape	grain de raisin	grape	grain de raisin	40
2483	grapevine	vigne	grapevin	vign	50
2484	graphite	graphite	graphit	graphit	100
2485	grapple	grappin	grappl	grappin	77
2486	grate	grille	grate	grill	40
2487	graticule	réticule	graticul	réticul	80
2488	gratitude	Reconnaissance	gratitud	reconnaiss	33
2489	grave	tombe	grave	tomb	0
2490	graveside	tombeau	gravesid	tombeau	13
2491	gravestone	pierre tombale	graveston	pierre tombal	36
2492	gravitate	graviter	gravit	gravit	100
2493	graze	pâturer	graze	pâtur	20
2494	grease	graisse	greas	graiss	73
2495	greece	Grèce	greec	grec	89
2496	greenhouse	serre	greenhous	serr	15
2497	greenie	greenie	greeni	green	91
2498	greenstone	greenstone	greenston	greenston	100
2499	grenade	grenade	grenad	grenad	100
2500	grievance	grief	grievanc	grief	62
2501	grieve	pleurer	griev	pleur	20
2502	grille	grille	grill	grill	100
2503	grimace	grimace	grimac	grimac	100
2504	grime	crasse	grime	crass	20
2505	grindstone	meule	grindston	meul	0
2506	gripe	se plaindre	gripe	se plaindr	13
2507	gristle	nerfs	gristl	nerf	20
2508	groove	rainure	groov	rainur	18
2509	grope	tâtonner	grope	tâton	20
2510	grotesque	grotesque	grotesqu	grotesqu	100
2511	groupie	groupie	groupi	group	91
2512	grouse	grouse	grous	grous	100
2513	grove	bosquet	grove	bosquet	33
2514	grudge	rancune	grudg	rancun	36
2515	gruesome	horrible	gruesom	horribl	14
2516	grumble	plaindre	grumbl	plaindr	15
2517	grunge	grunge	grung	grung	100
2518	guacamole	guacamole	guacamol	guacamol	100
2519	guanine	guanine	guanin	guanin	100
2520	guarantee	garantie	guarante	garant	86
2521	guardhouse	poste de garde	guardhous	poste de gard	36
2522	guessable	devinable	guessabl	devin	15
2523	guidance	conseils	guidanc	conseil	14
2524	guide	guider	guid	guid	100
2525	guideline	ligne directrice	guidelin	ligne directric	26
2526	guile	ruse	guil	rus	29
2527	guillotine	guillotine	guillotin	guillotin	100
2528	guise	apparence	guis	apparent	0
2529	gullible	crédule	gullibl	crédul	31
2530	gumshoe	gumshoe	gumsho	gumsho	100
2531	gumtree	gumtree	gumtre	gumtre	100
2532	gunfire	fusillade	gunfir	fusillad	29
2533	gunite	gunite	gunit	gunit	100
2534	gunwale	plat-bord	gunwal	plat-bord	13
2535	gurgle	gargouillis	gurgl	gargouill	57
2536	guttersnipe	gouttière	guttersnip	goutti	62
2537	guzzle	bouffer	guzzl	bouff	20
2538	gyrate	tournoyer	gyrat	tournoi	17
2539	gyroscope	gyroscope	gyroscop	gyroscop	100
2540	habitable	habitable	habit	habit	100
2541	habituate	habituer	habitu	habitu	100
2542	hackable	piratable	hackabl	pirat	17
2543	hackle	camail	hackl	camail	36
2544	haemorrhage	hémorragie	haemorrhag	hémorrag	78
2545	haggle	marchander	haggl	marchand	31
2546	hailstone	grêle	hailston	grêl	17
2547	haircare	soin des cheveux	haircar	soin des chev	10
2548	hairline	Racine des cheveux	hairlin	racine des chev	27
2549	hairpiece	postiche	hairpiec	postich	13
2550	hairstyle	coiffure	hairstyl	coiffur	27
2551	hake	merlu	hake	merlu	22
2552	hale	vigoureux	hale	vigour	0
2553	halite	halite	halit	halit	100
2554	hallucinate	halluciner	hallucin	hallucin	100
2555	halve	réduire de moitié	halv	réduire de moiti	0
2556	handbrake	frein à main	handbrak	frein à main	20
2557	handle	poignée	handl	poign	20
2558	handmade	Fait main	handmad	fait main	38
2559	handshake	poignée de main	handshak	poignée de main	17
2560	handsome	Beau	handsom	beau	18
2561	hangglide	deltaplane	hangglid	deltaplan	24
2562	hankie	mouchoir	hanki	mouchoir	31
2563	harangue	harangue	harangu	harangu	100
2564	harare	harare	harar	harar	100
2565	hardcore	hardcore	hardcor	hardcor	100
2566	hardline	ligne dure	hardlin	ligne dur	38
2567	hardware	Matériel	hardwar	matériel	27
2568	hare	lièvre	hare	lievr	22
2569	harmonise	harmoniser	harmonis	harmonis	100
2570	hassle	problèmes	hassl	problem	17
2571	haste	hâte	hast	hât	57
2572	hate	détester	hate	détest	40
2573	haulage	traction	haulag	traction	14
2574	have	ont	have	ont	0
2575	haywire	détraqué	haywir	détraqu	15
2576	haze	brume	haze	brum	0
2577	he	il	he	il	0
2578	headache	mal de crâne	headach	mal de crân	22
2579	headline	gros titre	headlin	gros titr	12
2580	headnote	note de tête	headnot	note de têt	33
2581	headphone	casque de musique	headphon	casque de mus	19
2582	headpiece	casque	headpiec	casqu	15
2583	headstone	pierre tombale	headston	pierre tombal	29
2584	hearable	audible	hearabl	audibl	46
2585	hearse	corbillard	hears	corbillard	27
2586	heartache	chagrin	heartach	chagrin	27
2587	heatwave	Vague De Chaleur	heatwav	vague de chaleur	17
2588	heave	houle	heav	houl	25
2589	heckle	interrompre	heckl	interrompr	13
2590	hectare	hectare	hectar	hectar	100
2591	hedge	haie	hedg	hai	29
2592	heliosphere	héliosphère	heliospher	héliospher	90
2593	heliotrope	héliotrope	heliotrop	héliotrop	89
2594	hellfire	feu de l'enfer	hellfir	feu de l'enf	32
2595	helpline	assistance téléphonique	helplin	assistance téléphon	15
2596	helpmate	aide	helpmat	aid	20
2597	hemisphere	hémisphère	hemispher	hémispher	89
2598	hemline	ourlet	hemlin	ourlet	17
2599	hence	Par conséquent	henc	par conséquent	22
2600	henge	Henge	heng	heng	100
2601	heptane	heptane	heptan	heptan	100
2602	herbage	herbage	herbag	herbag	100
2603	herbicide	herbicide	herbicid	herbicid	100
2604	herbivore	herbivore	herbivor	herbivor	100
2605	here	ici	here	ici	0
2606	heretofore	jusqu'ici	heretofor	jusqu'ic	0
2607	heritable	héritable	herit	hérit	80
2608	heritage	patrimoine	heritag	patrimoin	25
2609	hermaphrodite	hermaphrodite	hermaphrodit	hermaphrodit	100
2610	hermitage	ermitage	hermitag	ermitag	93
2611	heroine	héroïne	heroin	héroïn	67
2612	herringbone	chevrons	herringbon	chevron	59
2613	hesitate	hésiter	hesit	hésit	80
2614	hexane	hexane	hexan	hexan	100
2615	hibernate	hiberner	hibern	hibern	100
2616	hide	cacher	hide	cach	25
2617	hike	une randonnée	hike	une randon	14
2618	hillside	flanc de coteau	hillsid	flanc de coteau	18
2619	hindrance	obstacle	hindranc	obstacl	27
2620	hinge	charnière	hing	charni	40
2621	hipbone	os iliaque	hipbon	os iliaqu	13
2622	hippie	hippie	hippi	hipp	89
2623	hippodrome	hippodrome	hippodrom	hippodrom	100
2624	hire	embaucher	hire	embauch	18
2625	hirsute	hirsute	hirsut	hirsut	100
2626	histamine	histamine	histamin	histamin	100
2627	hitchhike	faire du stop	hitchhik	faire du stop	19
2628	hittable	frappable	hittabl	frappabl	40
2629	hive	ruche	hive	ruch	25
2630	hoarse	rauque	hoars	rauqu	20
2631	hobble	entraver	hobbl	entrav	0
2632	hoe	houe	hoe	hou	67
2633	holdable	tenable	holdabl	tenabl	46
2634	hole	trou	hole	trou	25
2635	holeinone	trou en un	holeinon	trou en un	44
2636	homage	hommage	homag	hommag	91
2637	hombre	hombre	hombr	hombr	100
2638	home	domicile	home	domicil	36
2639	homemade	fait maison	homemad	fait maison	22
2640	homicide	homicide	homicid	homicid	100
2641	homogenise	homogénéiser	homogenis	homogénéis	84
2642	homologue	homologue	homologu	homologu	100
2643	hone	aiguiser	hone	aiguis	0
2644	honeybee	abeille	honeybe	abeil	33
2645	honeysuckle	chèvrefeuille	honeysuckl	chèvrefeuill	36
2646	honourable	honorable	honour	honor	91
2647	hope	espérer	hope	esper	44
2648	horde	horde	hord	hord	100
2649	hormone	hormone	hormon	hormon	100
2650	hornpipe	matelote	hornpip	matelot	14
2651	horoscope	horoscope	horoscop	horoscop	100
2652	horrible	horrible	horribl	horribl	100
2653	horse	cheval	hors	cheval	20
2654	horseshoe	fer à cheval	horsesho	fer à cheval	20
2655	horticulture	horticulture	horticultur	horticultur	100
2656	hose	tuyau	hose	tuyau	0
2657	hosepipe	tuyau	hosepip	tuyau	0
2658	hospice	hospice	hospic	hospic	100
2659	hospitable	hospitalier	hospit	hospitali	80
2660	hostage	otage	hostag	otag	80
2661	hostile	hostile	hostil	hostil	100
2662	hothouse	serre	hothous	serr	18
2663	hotline	hotline	hotlin	hotlin	100
2664	hotplate	plat chaud	hotplat	plat chaud	47
2665	house	loger	hous	log	29
2666	housewife	femme au foyer	housewif	femme au foi	20
2667	hove	hove	hove	hov	86
2668	huddle	se blottir	huddl	se blott	15
2669	hue	teinte	hue	teint	25
2670	huge	énorme	huge	énorm	0
2671	humane	humain	human	humain	91
2672	humanise	humaniser	humanis	humanis	100
2673	humble	humble	humbl	humbl	100
2674	humiliate	humilier	humili	humili	100
2675	hummable	hummable	hummabl	hummabl	100
2676	hurdle	obstacle	hurdl	obstacl	17
2677	hurricane	ouragan	hurrican	ouragan	53
2678	hurtle	se précipiter	hurtl	se précipit	25
2679	hustle	bousculer	hustl	bouscul	50
2680	hydrate	hydrater	hydrat	hydrat	100
2681	hydrazine	hydrazine	hydrazin	hydrazin	100
2682	hydride	hydrure	hydrid	hydrur	67
2683	hydrochloride	chlorhydrate	hydrochlorid	chlorhydrat	52
2684	hydrosphere	hydrosphère	hydrospher	hydrospher	100
2685	hydroxide	hydroxyde	hydroxid	hydroxyd	88
2686	hygiene	hygiène	hygien	hygien	100
2687	hype	engouement	hype	engou	22
2688	hyperactive	hyperactif	hyperact	hyperact	100
2689	hyperbole	hyperbole	hyperbol	hyperbol	100
2690	hypercube	hypercube	hypercub	hypercub	100
2691	hyperfine	hyperfin	hyperfin	hyperfin	100
2692	hyperplane	hyperplan	hyperplan	hyperplan	100
2693	hypersensitive	hypersensible	hypersensit	hypersensibl	87
2694	hyperspace	hyperespace	hyperspac	hyperespac	95
2695	hypersphere	hypersphère	hyperspher	hyperspher	100
2696	hyphenate	trait d'union	hyphen	trait d'union	11
2697	hypnotise	hypnotiser	hypnotis	hypnotis	100
2698	hypocrite	hypocrite	hypocrit	hypocrit	100
